config,run,reward_mean,reward_std,time,cpu_mean,gpu_mean,hyperparameters
parallel_otimizada,1,-37240.267564199996,1040.6995085472788,120.46693968772888,28.672727272727272,0.0,"{""learning_rate"": 0.000165950186123982, ""n_steps"": 512, ""gamma"": 0.9289601390138098, ""ent_coef"": 1.5721453392092197e-06, ""clip_range"": 0.35506853868587535, ""n_epochs"": 6}"
parallel_otimizada,2,-37781.08166039999,839.7941628971839,120.95832920074463,16.636363636363637,0.0,"{""learning_rate"": 0.000165950186123982, ""n_steps"": 512, ""gamma"": 0.9289601390138098, ""ent_coef"": 1.5721453392092197e-06, ""clip_range"": 0.35506853868587535, ""n_epochs"": 6}"
parallel_otimizada,3,-37326.529667300005,905.8982170595382,120.38885545730591,18.745454545454546,0.0,"{""learning_rate"": 0.000165950186123982, ""n_steps"": 512, ""gamma"": 0.9289601390138098, ""ent_coef"": 1.5721453392092197e-06, ""clip_range"": 0.35506853868587535, ""n_epochs"": 6}"
parallel_otimizada,4,-35487.077230099996,922.3787207165283,119.46367311477661,22.863636363636363,0.0,"{""learning_rate"": 0.000165950186123982, ""n_steps"": 512, ""gamma"": 0.9289601390138098, ""ent_coef"": 1.5721453392092197e-06, ""clip_range"": 0.35506853868587535, ""n_epochs"": 6}"
parallel_otimizada,5,-37935.932818999994,826.7770904561883,119.23635125160217,21.445454545454545,0.0,"{""learning_rate"": 0.000165950186123982, ""n_steps"": 512, ""gamma"": 0.9289601390138098, ""ent_coef"": 1.5721453392092197e-06, ""clip_range"": 0.35506853868587535, ""n_epochs"": 6}"
