config,run,reward_mean,reward_std,time,cpu_mean,gpu_mean
base_pesado,1,-36193.24355669999,916.7808118884954,307.4759638309479,28.227272727272727,0.0
base_pesado,2,-37117.2463169,972.1715156682942,314.2179811000824,34.50909090909091,0.0
base_pesado,3,-36455.1392479,1140.7179597735444,310.3055884838104,36.77272727272727,0.0
base_pesado,4,-36178.9309327,878.5005608011015,316.4973404407501,40.46363636363637,0.0
base_pesado,5,-35549.3358643,690.2898663867918,305.99151062965393,43.59090909090909,0.0
